key;shape;fingers;image;chord;chord_long;root;suffix;suffix_long;bass
11168;["4","4","1","1","1","2"];["4","4","1","1","1","2"];jguitar/Gsharpsus2-Fsharp.png;G#sus2/F#;G#sus2/F#;G#;sus2;Suspended 2nd;F#
11169;["4","4","1","1","1","3"];["4","4","1","1","1","3"];jguitar/Gsharpsus2-G.png;G#sus2/G;G#sus2/G;G#;sus2;Suspended 2nd;G
11170;["6","x","7","6","5","4"];["3","0","4","3","2","1"];jguitar/Gsharpsus2b5.png;G#sus2b5;G#sus2b5;G#;sus2b5;Suspended 2nd Flat 5th;G#
11171;["6","x","7","6","5","5"];["2","0","3","2","1","1"];jguitar/Gsharpsus2b5-A.png;G#sus2b5/A;G#sus2b5/A;G#;sus2b5;Suspended 2nd Flat 5th;A
11172;["x","3","1","0","1","x"];["0","4","2","0","1","0"];jguitar/Gsharpsus2b5-Asharp.png;G#sus2b5/A#;G#sus2b5/A#;G#;sus2b5;Suspended 2nd Flat 5th;A#
11173;["4","3","3","x","2","x"];["4","3","2","0","1","0"];jguitar/Gsharpsus2b5-B.png;G#sus2b5/B;G#sus2b5/B;G#;sus2b5;Suspended 2nd Flat 5th;B
11174;["4","3","3","6","3","x"];["2","1","1","4","1","0"];jguitar/Gsharpsus2b5-C.png;G#sus2b5/C;G#sus2b5/C;G#;sus2b5;Suspended 2nd Flat 5th;C
11175;["6","3","3","6","4","x"];["4","1","1","3","2","0"];jguitar/Gsharpsus2b5-Csharp.png;G#sus2b5/C#;G#sus2b5/C#;G#;sus2b5;Suspended 2nd Flat 5th;C#
11176;["6","x","7","6","5","x"];["3","0","4","2","1","0"];jguitar/Gsharpsus2b5-D.png;G#sus2b5/D;G#sus2b5/D;G#;sus2b5;Suspended 2nd Flat 5th;D
11177;["4","3","3","1","x","x"];["4","3","2","1","0","0"];jguitar/Gsharpsus2b5-Dsharp.png;G#sus2b5/D#;G#sus2b5/D#;G#;sus2b5;Suspended 2nd Flat 5th;D#
11178;["x","3","1","0","1","0"];["0","4","2","0","1","0"];jguitar/Gsharpsus2b5-E.png;G#sus2b5/E;G#sus2b5/E;G#;sus2b5;Suspended 2nd Flat 5th;E
11179;["4","3","3","3","x","x"];["2","1","1","1","0","0"];jguitar/Gsharpsus2b5-F.png;G#sus2b5/F;G#sus2b5/F;G#;sus2b5;Suspended 2nd Flat 5th;F
11180;["4","3","3","4","x","x"];["3","1","1","2","0","0"];jguitar/Gsharpsus2b5-Fsharp.png;G#sus2b5/F#;G#sus2b5/F#;G#;sus2b5;Suspended 2nd Flat 5th;F#
11181;["6","3","3","6","5","3"];["4","1","1","3","2","1"];jguitar/Gsharpsus2b5-G.png;G#sus2b5/G;G#sus2b5/G;G#;sus2b5;Suspended 2nd Flat 5th;G
11182;["6","x","6","6","6","4"];["3","0","3","3","3","1"];jguitar/Gsharpsus2sus4.png;G#sus2sus4;G#sus2sus4;G#;sus2sus4;Suspended 2nd Suspended 4th;G#
11183;["6","x","6","6","6","5"];["2","0","2","2","2","1"];jguitar/Gsharpsus2sus4-A.png;G#sus2sus4/A;G#sus2sus4/A;G#;sus2sus4;Suspended 2nd Suspended 4th;A
11184;["4","4","6","6","4","6"];["1","1","4","3","1","2"];jguitar/Gsharpsus2sus4-Asharp.png;G#sus2sus4/A#;G#sus2sus4/A#;G#;sus2sus4;Suspended 2nd Suspended 4th;A#
11185;["6","9","6","6","6","7"];["1","4","1","1","1","2"];jguitar/Gsharpsus2sus4-B.png;G#sus2sus4/B;G#sus2sus4/B;G#;sus2sus4;Suspended 2nd Suspended 4th;B
11186;["6","9","6","6","6","8"];["1","4","1","1","1","3"];jguitar/Gsharpsus2sus4-C.png;G#sus2sus4/C;G#sus2sus4/C;G#;sus2sus4;Suspended 2nd Suspended 4th;C
11187;["6","4","6","6","4","x"];["4","1","3","2","1","0"];jguitar/Gsharpsus2sus4-Csharp.png;G#sus2sus4/C#;G#sus2sus4/C#;G#;sus2sus4;Suspended 2nd Suspended 4th;C#
11188;["11","11","13","11","11","10"];["2","2","4","2","2","1"];jguitar/Gsharpsus2sus4-D.png;G#sus2sus4/D;G#sus2sus4/D;G#;sus2sus4;Suspended 2nd Suspended 4th;D
11189;["4","2","3","1","x","x"];["4","2","3","1","0","0"];jguitar/Gsharpsus2sus4-Dsharp.png;G#sus2sus4/D#;G#sus2sus4/D#;G#;sus2sus4;Suspended 2nd Suspended 4th;D#
11190;["x","2","1","1","1","0"];["0","2","1","1","1","0"];jguitar/Gsharpsus2sus4-E.png;G#sus2sus4/E;G#sus2sus4/E;G#;sus2sus4;Suspended 2nd Suspended 4th;E
11191;["4","2","1","1","1","1"];["4","2","1","1","1","1"];jguitar/Gsharpsus2sus4-F.png;G#sus2sus4/F;G#sus2sus4/F;G#;sus2sus4;Suspended 2nd Suspended 4th;F
11192;["4","2","1","1","1","2"];["4","3","1","1","1","2"];jguitar/Gsharpsus2sus4-Fsharp.png;G#sus2sus4/F#;G#sus2sus4/F#;G#;sus2sus4;Suspended 2nd Suspended 4th;F#
11193;["4","4","3","x","4","3"];["4","3","1","0","2","1"];jguitar/Gsharpsus2sus4-G.png;G#sus2sus4/G;G#sus2sus4/G;G#;sus2sus4;Suspended 2nd Suspended 4th;G
11194;["4","4","6","6","4","4"];["1","1","4","3","1","1"];jguitar/Gsharpsus4.png;G#sus4;G#sus4;G#;sus4;Suspended 4th;G#
11195;["0","2","1","x","x","x"];["0","2","1","0","0","0"];jguitar/Gsharpsus4sharp5.png;G#sus4#5;G#sus4#5;G#;sus4#5;Suspended 4th Sharp 5th;G#
11196;["0","2","1","2","0","x"];["0","3","1","2","0","0"];jguitar/Gsharpsus4sharp5-A.png;G#sus4#5/A;G#sus4#5/A;G#;sus4#5;Suspended 4th Sharp 5th;A
11197;["0","2","1","2","1","x"];["0","4","2","3","1","0"];jguitar/Gsharpsus4sharp5-Asharp.png;G#sus4#5/A#;G#sus4#5/A#;G#;sus4#5;Suspended 4th Sharp 5th;A#
11198;["0","2","1","2","2","x"];["0","4","1","3","2","0"];jguitar/Gsharpsus4sharp5-B.png;G#sus4#5/B;G#sus4#5/B;G#;sus4#5;Suspended 4th Sharp 5th;B
11199;["0","2","1","2","3","x"];["0","3","1","2","4","0"];jguitar/Gsharpsus4sharp5-C.png;G#sus4#5/C;G#sus4#5/C;G#;sus4#5;Suspended 4th Sharp 5th;C
11200;["4","5","6","6","4","x"];["1","2","4","3","1","0"];jguitar/Gsharpsus4sharp5-Csharp.png;G#sus4#5/C#;G#sus4#5/C#;G#;sus4#5;Suspended 4th Sharp 5th;C#
11201;["0","2","1","0","x","x"];["0","2","1","0","0","0"];jguitar/Gsharpsus4sharp5-D.png;G#sus4#5/D;G#sus4#5/D;G#;sus4#5;Suspended 4th Sharp 5th;D
11202;["0","2","1","1","x","x"];["0","3","2","1","0","0"];jguitar/Gsharpsus4sharp5-Dsharp.png;G#sus4#5/D#;G#sus4#5/D#;G#;sus4#5;Suspended 4th Sharp 5th;D#
11203;["0","2","1","2","x","0"];["0","3","1","2","0","0"];jguitar/Gsharpsus4sharp5-E.png;G#sus4#5/E;G#sus4#5/E;G#;sus4#5;Suspended 4th Sharp 5th;E
11204;["0","2","1","2","x","1"];["0","4","2","3","0","1"];jguitar/Gsharpsus4sharp5-F.png;G#sus4#5/F;G#sus4#5/F;G#;sus4#5;Suspended 4th Sharp 5th;F
11205;["0","2","1","2","x","2"];["0","4","1","3","0","2"];jguitar/Gsharpsus4sharp5-Fsharp.png;G#sus4#5/F#;G#sus4#5/F#;G#;sus4#5;Suspended 4th Sharp 5th;F#
11206;["0","2","1","2","x","3"];["0","3","1","2","0","4"];jguitar/Gsharpsus4sharp5-G.png;G#sus4#5/G;G#sus4#5/G;G#;sus4#5;Suspended 4th Sharp 5th;G
11207;["x","2","1","1","0","x"];["0","2","1","1","0","0"];jguitar/Gsharpsus4-A.png;G#sus4/A;G#sus4/A;G#;sus4;Suspended 4th;A
11208;["4","4","6","6","4","6"];["1","1","4","3","1","2"];jguitar/Gsharpsus4-Asharp.png;G#sus4/A#;G#sus4/A#;G#;sus4;Suspended 4th;A#
11209;["4","4","6","6","4","7"];["1","1","3","2","1","4"];jguitar/Gsharpsus4-B.png;G#sus4/B;G#sus4/B;G#;sus4;Suspended 4th;B
11210;["4","2","1","1","3","x"];["4","2","1","1","3","0"];jguitar/Gsharpsus4-C.png;G#sus4/C;G#sus4/C;G#;sus4;Suspended 4th;C
11211;["4","4","6","6","4","x"];["1","1","4","3","1","0"];jguitar/Gsharpsus4-Csharp.png;G#sus4/C#;G#sus4/C#;G#;sus4;Suspended 4th;C#
11212;["4","4","6","6","5","x"];["1","1","4","3","2","0"];jguitar/Gsharpsus4-D.png;G#sus4/D;G#sus4/D;G#;sus4;Suspended 4th;D
11213;["4","4","6","6","6","x"];["1","1","4","3","2","0"];jguitar/Gsharpsus4-Dsharp.png;G#sus4/D#;G#sus4/D#;G#;sus4;Suspended 4th;D#
11214;["x","2","1","1","x","0"];["0","2","1","1","0","0"];jguitar/Gsharpsus4-E.png;G#sus4/E;G#sus4/E;G#;sus4;Suspended 4th;E
11215;["4","4","1","1","4","1"];["4","3","1","1","2","1"];jguitar/Gsharpsus4-F.png;G#sus4/F;G#sus4/F;G#;sus4;Suspended 4th;F
11216;["4","4","x","x","4","2"];["4","3","0","0","2","1"];jguitar/Gsharpsus4-Fsharp.png;G#sus4/F#;G#sus4/F#;G#;sus4;Suspended 4th;F#
11217;["4","4","6","6","4","3"];["2","2","4","3","2","1"];jguitar/Gsharpsus4-G.png;G#sus4/G;G#sus4/G;G#;sus4;Suspended 4th;G
11218;["3","0","0","0","0","x"];["1","0","0","0","0","0"];jguitar/G-A.png;G/A;G/A;G;Major;Major;A
11219;["3","0","0","0","1","x"];["3","0","0","0","1","0"];jguitar/G-Asharp.png;G/A#;G/A#;G;Major;Major;A#
11220;["3","3","0","0","2","x"];["3","2","0","0","1","0"];jguitar/G-B.png;G/B;G/B;G;Major;Major;B
11221;["3","0","0","0","3","x"];["2","0","0","0","1","0"];jguitar/G-C.png;G/C;G/C;G;Major;Major;C
11222;["3","3","4","5","4","x"];["1","1","3","4","2","0"];jguitar/G-Csharp.png;G/C#;G/C#;G;Major;Major;C#
11223;["3","0","0","0","x","x"];["1","0","0","0","0","0"];jguitar/G-D.png;G/D;G/D;G;Major;Major;D
11224;["3","3","4","5","6","x"];["1","1","2","3","4","0"];jguitar/G-Dsharp.png;G/D#;G/D#;G;Major;Major;D#
11225;["3","3","0","0","2","0"];["3","2","0","0","1","0"];jguitar/G-E.png;G/E;G/E;G;Major;Major;E
11226;["3","3","0","0","2","1"];["4","3","0","0","2","1"];jguitar/G-F.png;G/F;G/F;G;Major;Major;F
11227;["3","3","0","0","2","2"];["4","3","0","0","2","1"];jguitar/G-Fsharp.png;G/F#;G/F#;G;Major;Major;F#
11228;["7","x","7","5","5","4"];["4","0","4","2","2","1"];jguitar/G-Gsharp.png;G/G#;G/G#;G;Major;Major;G#
11229;["1","1","0","0","2","3"];["1","1","0","0","2","3"];jguitar/G11.png;G11;G11;G;11;11th;G
11230;["7","6","5","5","5","5"];["3","2","1","1","1","1"];jguitar/G11-A.png;G11/A;G11/A;G;11;11th;A
11231;["7","6","5","5","5","6"];["4","3","1","1","1","2"];jguitar/G11-Asharp.png;G11/A#;G11/A#;G;11;11th;A#
11232;["1","1","0","0","2","x"];["1","1","0","0","2","0"];jguitar/G11-B.png;G11/B;G11/B;G;11;11th;B
11233;["3","3","4","3","3","x"];["1","1","2","1","1","0"];jguitar/G11-C.png;G11/C;G11/C;G;11;11th;C
11234;["8","8","10","9","8","9"];["1","1","4","3","1","2"];jguitar/G11-Csharp.png;G11/C#;G11/C#;G;11;11th;C#
11235;["8","8","10","9","8","10"];["1","1","4","2","1","3"];jguitar/G11-D.png;G11/D;G11/D;G;11;11th;D
11236;["8","8","10","9","8","11"];["1","1","3","2","1","4"];jguitar/G11-Dsharp.png;G11/D#;G11/D#;G;11;11th;D#
11237;["1","1","0","0","2","0"];["1","1","0","0","2","0"];jguitar/G11-E.png;G11/E;G11/E;G;11;11th;E
11238;["1","1","0","0","2","1"];["3","2","0","0","4","1"];jguitar/G11-F.png;G11/F;G11/F;G;11;11th;F
11239;["1","1","0","0","2","2"];["1","1","0","0","3","2"];jguitar/G11-Fsharp.png;G11/F#;G11/F#;G;11;11th;F#
11240;["3","3","5","3","2","4"];["2","2","4","2","1","3"];jguitar/G11-Gsharp.png;G11/G#;G11/G#;G;11;11th;G#
11241;["0","0","0","3","2","3"];["0","0","0","3","1","2"];jguitar/G13.png;G13;G13;G;13;13th;G
11242;["0","0","0","3","0","x"];["0","0","0","1","0","0"];jguitar/G13-A.png;G13/A;G13/A;G;13;13th;A
11243;["0","0","0","3","1","x"];["0","0","0","3","1","0"];jguitar/G13-Asharp.png;G13/A#;G13/A#;G;13;13th;A#
11244;["0","0","0","3","2","x"];["0","0","0","2","1","0"];jguitar/G13-B.png;G13/B;G13/B;G;13;13th;B
11245;["0","0","0","3","3","x"];["0","0","0","2","1","0"];jguitar/G13-C.png;G13/C;G13/C;G;13;13th;C
11246;["3","5","4","3","4","x"];["1","4","3","1","2","0"];jguitar/G13-Csharp.png;G13/C#;G13/C#;G;13;13th;C#
11247;["3","5","4","3","5","x"];["1","4","2","1","3","0"];jguitar/G13-D.png;G13/D;G13/D;G;13;13th;D
11248;["3","5","4","3","6","x"];["1","3","2","1","4","0"];jguitar/G13-Dsharp.png;G13/D#;G13/D#;G;13;13th;D#
11249;["0","0","0","3","2","0"];["0","0","0","2","1","0"];jguitar/G13-E.png;G13/E;G13/E;G;13;13th;E
11250;["0","0","0","0","2","1"];["0","0","0","0","2","1"];jguitar/G13-F.png;G13/F;G13/F;G;13;13th;F
11251;["0","0","0","3","2","2"];["0","0","0","3","2","1"];jguitar/G13-Fsharp.png;G13/F#;G13/F#;G;13;13th;F#
11252;["3","5","4","3","x","4"];["1","4","3","1","0","2"];jguitar/G13-Gsharp.png;G13/G#;G13/G#;G;13;13th;G#
11253;["3","3","0","0","x","3"];["3","2","0","0","0","1"];jguitar/G5.png;G5;G5;G;5;5th;G
11254;["3","3","0","0","0","x"];["1","1","0","0","0","0"];jguitar/G5-A.png;G5/A;G5/A;G;5;5th;A
11255;["3","3","3","x","x","x"];["1","1","1","0","0","0"];jguitar/G5-Asharp.png;G5/A#;G5/A#;G;5;5th;A#
11256;["3","3","0","0","2","x"];["3","2","0","0","1","0"];jguitar/G5-B.png;G5/B;G5/B;G;5;5th;B
11257;["3","3","0","0","3","x"];["3","2","0","0","1","0"];jguitar/G5-C.png;G5/C;G5/C;G;5;5th;C
11258;["3","3","x","5","4","x"];["1","1","0","3","2","0"];jguitar/G5-Csharp.png;G5/C#;G5/C#;G;5;5th;C#
11259;["3","3","0","0","x","x"];["4","1","0","0","0","0"];jguitar/G5-D.png;G5/D;G5/D;G;5;5th;D
11260;["3","3","0","1","x","x"];["4","3","0","1","0","0"];jguitar/G5-Dsharp.png;G5/D#;G5/D#;G;5;5th;D#
11261;["3","3","0","0","x","0"];["4","1","0","0","0","0"];jguitar/G5-E.png;G5/E;G5/E;G;5;5th;E
11262;["3","3","0","3","x","x"];["3","2","0","1","0","0"];jguitar/G5-F.png;G5/F;G5/F;G;5;5th;F
11263;["3","3","0","0","x","2"];["3","2","0","0","0","1"];jguitar/G5-Fsharp.png;G5/F#;G5/F#;G;5;5th;F#
11264;["3","3","1","x","x","x"];["4","3","1","0","0","0"];jguitar/G5-Gsharp.png;G5/G#;G5/G#;G;5;5th;G#
11265;["0","0","0","0","2","3"];["0","0","0","0","1","2"];jguitar/G6.png;G6;G6;G;6;6th;G
11266;["0","0","0","0","0","x"];["0","0","0","0","0","0"];jguitar/G6-A.png;G6/A;G6/A;G;6;6th;A
11267;["0","0","0","0","1","x"];["0","0","0","0","1","0"];jguitar/G6-Asharp.png;G6/A#;G6/A#;G;6;6th;A#
11268;["0","0","0","0","2","x"];["0","0","0","0","1","0"];jguitar/G6-B.png;G6/B;G6/B;G;6;6th;B
11269;["0","0","0","0","3","x"];["0","0","0","0","1","0"];jguitar/G6-C.png;G6/C;G6/C;G;6;6th;C
11270;["3","3","4","2","4","x"];["2","2","4","1","3","0"];jguitar/G6-Csharp.png;G6/C#;G6/C#;G;6;6th;C#
11271;["0","0","0","0","x","x"];["0","0","0","0","0","0"];jguitar/G6-D.png;G6/D;G6/D;G;6;6th;D
11272;["0","0","0","1","x","x"];["0","0","0","1","0","0"];jguitar/G6-Dsharp.png;G6/D#;G6/D#;G;6;6th;D#
11273;["0","0","0","0","2","0"];["0","0","0","0","1","0"];jguitar/G6-E.png;G6/E;G6/E;G;6;6th;E
11274;["0","0","0","0","2","1"];["0","0","0","0","2","1"];jguitar/G6-F.png;G6/F;G6/F;G;6;6th;F
11275;["0","0","0","0","2","2"];["0","0","0","0","2","1"];jguitar/G6-Fsharp.png;G6/F#;G6/F#;G;6;6th;F#
11276;["x","5","4","5","5","4"];["0","4","1","3","2","1"];jguitar/G6-Gsharp.png;G6/G#;G6/G#;G;6;6th;G#
11277;["0","0","2","0","2","3"];["0","0","2","0","1","3"];jguitar/G6add9.png;G6add9;G6add9;G;6add9;6th Add 9th;G
11278;["0","0","0","0","0","x"];["0","0","0","0","0","0"];jguitar/G6add9-A.png;G6add9/A;G6add9/A;G;6add9;6th Add 9th;A
11279;["5","5","x","5","2","6"];["2","2","0","2","1","0"];jguitar/G6add9-Asharp.png;G6add9/A#;G6add9/A#;G;6add9;6th Add 9th;A#
11280;["5","5","7","5","5","7"];["1","1","4","1","1","3"];jguitar/G6add9-B.png;G6add9/B;G6add9/B;G;6add9;6th Add 9th;B
11281;["x","10","9","9","10","8"];["0","4","2","2","3","1"];jguitar/G6add9-C.png;G6add9/C;G6add9/C;G;6add9;6th Add 9th;C
11282;["5","5","4","5","4","x"];["4","3","1","2","1","0"];jguitar/G6add9-Csharp.png;G6add9/C#;G6add9/C#;G;6add9;6th Add 9th;C#
11283;["x","10","9","9","10","10"];["0","4","1","1","3","2"];jguitar/G6add9-D.png;G6add9/D;G6add9/D;G;6add9;6th Add 9th;D
11284;["x","10","9","9","10","11"];["0","3","1","1","2","4"];jguitar/G6add9-Dsharp.png;G6add9/D#;G6add9/D#;G;6add9;6th Add 9th;D#
11285;["3","3","2","2","2","0"];["2","2","1","1","1","0"];jguitar/G6add9-E.png;G6add9/E;G6add9/E;G;6add9;6th Add 9th;E
11286;["3","3","2","2","2","1"];["3","3","2","2","2","1"];jguitar/G6add9-F.png;G6add9/F;G6add9/F;G;6add9;6th Add 9th;F
11287;["3","3","2","2","2","2"];["2","2","1","1","1","1"];jguitar/G6add9-Fsharp.png;G6add9/F#;G6add9/F#;G;6add9;6th Add 9th;F#
11288;["3","3","2","2","2","4"];["2","2","1","1","1","3"];jguitar/G6add9-Gsharp.png;G6add9/G#;G6add9/G#;G;6add9;6th Add 9th;G#
11289;["0","2","0","2","2","3"];["0","3","0","2","1","4"];jguitar/G6b5.png;G6b5;G6b5;G;6b5;6th Flat 5th;G
11290;["x","5","4","5","4","5"];["0","4","1","3","1","2"];jguitar/G6b5-A.png;G6b5/A;G6b5/A;G;6b5;6th Flat 5th;A
11291;["3","2","4","2","1","x"];["3","2","4","2","1","0"];jguitar/G6b5-Asharp.png;G6b5/A#;G6b5/A#;G;6b5;6th Flat 5th;A#
11292;["0","2","0","2","2","x"];["0","3","0","2","1","0"];jguitar/G6b5-B.png;G6b5/B;G6b5/B;G;6b5;6th Flat 5th;B
11293;["3","2","4","2","3","x"];["3","1","4","1","2","0"];jguitar/G6b5-C.png;G6b5/C;G6b5/C;G;6b5;6th Flat 5th;C
11294;["3","2","4","2","4","x"];["2","1","4","1","3","0"];jguitar/G6b5-Csharp.png;G6b5/C#;G6b5/C#;G;6b5;6th Flat 5th;C#
11295;["7","5","6","5","5","x"];["3","1","2","1","1","0"];jguitar/G6b5-D.png;G6b5/D;G6b5/D;G;6b5;6th Flat 5th;D
11296;["7","5","6","5","6","x"];["4","1","3","1","2","0"];jguitar/G6b5-Dsharp.png;G6b5/D#;G6b5/D#;G;6b5;6th Flat 5th;D#
11297;["0","2","0","2","2","0"];["0","3","0","2","1","0"];jguitar/G6b5-E.png;G6b5/E;G6b5/E;G;6b5;6th Flat 5th;E
11298;["0","2","0","2","2","1"];["0","4","0","3","2","1"];jguitar/G6b5-F.png;G6b5/F;G6b5/F;G;6b5;6th Flat 5th;F
11299;["0","2","0","2","2","2"];["0","4","0","3","2","1"];jguitar/G6b5-Fsharp.png;G6b5/F#;G6b5/F#;G;6b5;6th Flat 5th;F#
11300;["7","5","6","5","4","4"];["4","2","3","2","1","1"];jguitar/G6b5-Gsharp.png;G6b5/G#;G6b5/G#;G;6b5;6th Flat 5th;G#
11301;["1","0","0","0","2","3"];["1","0","0","0","2","3"];jguitar/G7.png;G7;G7;G;7;7th;G
11302;["3","0","3","3","x","3"];["4","0","3","2","0","1"];jguitar/G7sharp9.png;G7#9;G7#9;G;7#9;7th Sharp 9th;G
11303;["3","0","3","3","0","x"];["3","0","2","1","0","0"];jguitar/G7sharp9-A.png;G7#9/A;G7#9/A;G;7#9;7th Sharp 9th;A
11304;["1","0","0","0","1","x"];["2","0","0","0","1","0"];jguitar/G7sharp9-Asharp.png;G7#9/A#;G7#9/A#;G;7#9;7th Sharp 9th;A#
11305;["6","6","7","5","5","7"];["2","2","4","1","1","3"];jguitar/G7sharp9-B.png;G7#9/B;G7#9/B;G;7#9;7th Sharp 9th;B
11306;["6","6","4","5","3","x"];["4","4","2","3","1","0"];jguitar/G7sharp9-C.png;G7#9/C;G7#9/C;G;7#9;7th Sharp 9th;C
11307;["6","6","4","5","4","x"];["4","3","1","2","1","0"];jguitar/G7sharp9-Csharp.png;G7#9/C#;G7#9/C#;G;7#9;7th Sharp 9th;C#
11308;["6","6","4","5","5","x"];["4","4","1","3","2","0"];jguitar/G7sharp9-D.png;G7#9/D;G7#9/D;G;7#9;7th Sharp 9th;D
11309;["13","11","12","x","14","11"];["3","1","2","0","4","1"];jguitar/G7sharp9-Dsharp.png;G7#9/D#;G7#9/D#;G;7#9;7th Sharp 9th;D#
11310;["3","3","3","3","2","0"];["2","2","2","2","1","0"];jguitar/G7sharp9-E.png;G7#9/E;G7#9/E;G;7#9;7th Sharp 9th;E
11311;["3","3","3","3","2","1"];["3","3","3","3","2","1"];jguitar/G7sharp9-F.png;G7#9/F;G7#9/F;G;7#9;7th Sharp 9th;F
11312;["3","3","3","3","2","2"];["2","2","2","2","1","1"];jguitar/G7sharp9-Fsharp.png;G7#9/F#;G7#9/F#;G;7#9;7th Sharp 9th;F#
11313;["3","3","3","3","2","4"];["2","2","2","2","1","3"];jguitar/G7sharp9-Gsharp.png;G7#9/G#;G7#9/G#;G;7#9;7th Sharp 9th;G#
11314;["x","2","3","3","2","3"];["0","1","4","3","1","2"];jguitar/G7sharp9b5.png;G7#9b5;G7#9b5;G;7#9b5;7th Sharp 9th Flat 5th;G
11315;["6","6","4","5","4","5"];["4","4","1","3","1","2"];jguitar/G7sharp9b5-A.png;G7#9b5/A;G7#9b5/A;G;7#9b5;7th Sharp 9th Flat 5th;A
11316;["x","6","4","5","4","6"];["0","4","1","2","1","3"];jguitar/G7sharp9b5-Asharp.png;G7#9b5/A#;G7#9b5/A#;G;7#9b5;7th Sharp 9th Flat 5th;A#
11317;["6","6","6","5","4","7"];["3","3","3","2","1","4"];jguitar/G7sharp9b5-B.png;G7#9b5/B;G7#9b5/B;G;7#9b5;7th Sharp 9th Flat 5th;B
11318;["6","6","4","5","4","8"];["3","3","1","2","1","4"];jguitar/G7sharp9b5-C.png;G7#9b5/C;G7#9b5/C;G;7#9b5;7th Sharp 9th Flat 5th;C
11319;["6","6","4","5","4","x"];["4","3","1","2","1","0"];jguitar/G7sharp9b5-Csharp.png;G7#9b5/C#;G7#9b5/C#;G;7#9b5;7th Sharp 9th Flat 5th;C#
11320;["6","6","6","9","10","10"];["1","1","1","2","4","3"];jguitar/G7sharp9b5-D.png;G7#9b5/D;G7#9b5/D;G;7#9b5;7th Sharp 9th Flat 5th;D
11321;["13","11","12","11","14","11"];["3","1","2","1","4","1"];jguitar/G7sharp9b5-Dsharp.png;G7#9b5/D#;G7#9b5/D#;G;7#9b5;7th Sharp 9th Flat 5th;D#
11322;["3","2","3","3","2","0"];["4","1","3","2","1","0"];jguitar/G7sharp9b5-E.png;G7#9b5/E;G7#9b5/E;G;7#9b5;7th Sharp 9th Flat 5th;E
11323;["3","2","3","x","2","1"];["4","2","3","0","2","1"];jguitar/G7sharp9b5-F.png;G7#9b5/F;G7#9b5/F;G;7#9b5;7th Sharp 9th Flat 5th;F
11324;["3","2","3","3","2","2"];["4","1","3","2","1","1"];jguitar/G7sharp9b5-Fsharp.png;G7#9b5/F#;G7#9b5/F#;G;7#9b5;7th Sharp 9th Flat 5th;F#
11325;["6","6","4","5","4","4"];["4","3","1","2","1","1"];jguitar/G7sharp9b5-Gsharp.png;G7#9b5/G#;G7#9b5/G#;G;7#9b5;7th Sharp 9th Flat 5th;G#
11326;["1","0","0","0","0","x"];["1","0","0","0","0","0"];jguitar/G7-A.png;G7/A;G7/A;G;7;7th;A
11327;["1","0","0","0","1","x"];["2","0","0","0","1","0"];jguitar/G7-Asharp.png;G7/A#;G7/A#;G;7;7th;A#
11328;["1","0","0","0","2","x"];["1","0","0","0","2","0"];jguitar/G7-B.png;G7/B;G7/B;G;7;7th;B
11329;["3","3","4","3","3","x"];["1","1","2","1","1","0"];jguitar/G7-C.png;G7/C;G7/C;G;7;7th;C
11330;["3","3","4","3","4","x"];["1","1","3","1","2","0"];jguitar/G7-Csharp.png;G7/C#;G7/C#;G;7;7th;C#
11331;["1","0","0","0","x","x"];["1","0","0","0","0","0"];jguitar/G7-D.png;G7/D;G7/D;G;7;7th;D
11332;["1","0","0","1","x","x"];["2","0","0","1","0","0"];jguitar/G7-Dsharp.png;G7/D#;G7/D#;G;7;7th;D#
11333;["1","0","0","0","2","0"];["1","0","0","0","2","0"];jguitar/G7-E.png;G7/E;G7/E;G;7;7th;E
11334;["3","3","0","0","2","1"];["4","3","0","0","2","1"];jguitar/G7-F.png;G7/F;G7/F;G;7;7th;F
11335;["1","0","0","0","2","2"];["1","0","0","0","3","2"];jguitar/G7-Fsharp.png;G7/F#;G7/F#;G;7;7th;F#
11336;["3","3","4","3","2","4"];["2","2","4","2","1","3"];jguitar/G7-Gsharp.png;G7/G#;G7/G#;G;7;7th;G#
11337;["3","2","x","3","2","3"];["4","1","0","3","1","2"];jguitar/G7b5.png;G7b5;G7b5;G;7b5;7th Flat 5th;G
11338;["3","x","4","3","4","5"];["1","0","3","1","2","4"];jguitar/G7b5-A.png;G7b5/A;G7b5/A;G;7b5;7th Flat 5th;A
11339;["x","6","4","5","4","6"];["0","4","1","2","1","3"];jguitar/G7b5-Asharp.png;G7b5/A#;G7b5/A#;G;7b5;7th Flat 5th;A#
11340;["3","2","0","3","2","x"];["4","2","0","3","1","0"];jguitar/G7b5-B.png;G7b5/B;G7b5/B;G;7b5;7th Flat 5th;B
11341;["9","8","10","9","8","8"];["3","1","4","2","1","1"];jguitar/G7b5-C.png;G7b5/C;G7b5/C;G;7b5;7th Flat 5th;C
11342;["7","6","4","5","4","x"];["4","3","1","2","1","0"];jguitar/G7b5-Csharp.png;G7b5/C#;G7b5/C#;G;7b5;7th Flat 5th;C#
11343;["7","6","6","5","5","x"];["3","2","2","1","1","0"];jguitar/G7b5-D.png;G7b5/D;G7b5/D;G;7b5;7th Flat 5th;D
