key;shape;fingers;image;chord;chord_long;root;suffix;suffix_long;bass
11344;["9","x","10","9","10","11"];["1","0","3","1","2","4"];jguitar/G7b5-Dsharp.png;G7b5/D#;G7b5/D#;G;7b5;7th Flat 5th;D#
11345;["3","2","0","3","2","0"];["4","2","0","3","1","0"];jguitar/G7b5-E.png;G7b5/E;G7b5/E;G;7b5;7th Flat 5th;E
11346;["3","2","x","3","2","1"];["4","2","0","3","2","1"];jguitar/G7b5-F.png;G7b5/F;G7b5/F;G;7b5;7th Flat 5th;F
11347;["x","2","0","3","2","2"];["0","3","0","4","2","1"];jguitar/G7b5-Fsharp.png;G7b5/F#;G7b5/F#;G;7b5;7th Flat 5th;F#
11348;["3","x","4","3","4","4"];["1","0","4","1","3","2"];jguitar/G7b5-Gsharp.png;G7b5/G#;G7b5/G#;G;7b5;7th Flat 5th;G#
11349;["1","0","1","0","2","3"];["2","0","1","0","3","4"];jguitar/G7b9.png;G7b9;G7b9;G;7b9;7th Flat 9th;G
11350;["4","6","4","5","x","5"];["1","4","1","3","0","2"];jguitar/G7b9-A.png;G7b9/A;G7b9/A;G;7b9;7th Flat 9th;A
11351;["4","6","4","5","x","6"];["1","4","1","2","0","3"];jguitar/G7b9-Asharp.png;G7b9/A#;G7b9/A#;G;7b9;7th Flat 9th;A#
11352;["4","6","4","5","x","7"];["1","3","1","2","0","4"];jguitar/G7b9-B.png;G7b9/B;G7b9/B;G;7b9;7th Flat 9th;B
11353;["4","6","4","5","3","x"];["2","4","2","3","1","0"];jguitar/G7b9-C.png;G7b9/C;G7b9/C;G;7b9;7th Flat 9th;C
11354;["4","6","4","5","4","x"];["1","3","1","2","1","0"];jguitar/G7b9-Csharp.png;G7b9/C#;G7b9/C#;G;7b9;7th Flat 9th;C#
11355;["4","6","4","5","5","x"];["1","4","1","3","2","0"];jguitar/G7b9-D.png;G7b9/D;G7b9/D;G;7b9;7th Flat 9th;D
11356;["4","6","4","5","6","x"];["1","4","1","2","3","0"];jguitar/G7b9-Dsharp.png;G7b9/D#;G7b9/D#;G;7b9;7th Flat 9th;D#
11357;["3","0","1","3","2","0"];["4","0","1","3","2","0"];jguitar/G7b9-E.png;G7b9/E;G7b9/E;G;7b9;7th Flat 9th;E
11358;["3","3","1","0","2","1"];["4","4","2","0","3","1"];jguitar/G7b9-F.png;G7b9/F;G7b9/F;G;7b9;7th Flat 9th;F
11359;["3","0","1","3","x","2"];["4","0","1","3","0","2"];jguitar/G7b9-Fsharp.png;G7b9/F#;G7b9/F#;G;7b9;7th Flat 9th;F#
11360;["3","3","4","3","2","4"];["2","2","4","2","1","3"];jguitar/G7b9-Gsharp.png;G7b9/G#;G7b9/G#;G;7b9;7th Flat 9th;G#
11361;["3","3","0","3","0","3"];["4","3","0","2","0","1"];jguitar/G7sus2.png;G7sus2;G7sus2;G;7sus2;7th Suspended 2nd;G
11362;["1","x","2","1","0","3"];["2","0","3","1","0","4"];jguitar/G7sus2sharp5.png;G7sus2#5;G7sus2#5;G;7sus2#5;7th Suspended 2nd Sharp 5th;G
11363;["1","x","0","1","0","x"];["2","0","0","1","0","0"];jguitar/G7sus2sharp5-A.png;G7sus2#5/A;G7sus2#5/A;G;7sus2#5;7th Suspended 2nd Sharp 5th;A
11364;["5","6","x","5","6","6"];["1","4","0","1","3","2"];jguitar/G7sus2sharp5-Asharp.png;G7sus2#5/A#;G7sus2#5/A#;G;7sus2#5;7th Suspended 2nd Sharp 5th;A#
11365;["3","4","2","3","2","x"];["3","4","1","2","1","0"];jguitar/G7sus2sharp5-B.png;G7sus2#5/B;G7sus2#5/B;G;7sus2#5;7th Suspended 2nd Sharp 5th;B
11366;["5","x","8","5","8","8"];["1","0","4","1","3","2"];jguitar/G7sus2sharp5-C.png;G7sus2#5/C;G7sus2#5/C;G;7sus2#5;7th Suspended 2nd Sharp 5th;C
11367;["11","10","10","x","10","9"];["3","2","2","0","2","1"];jguitar/G7sus2sharp5-Csharp.png;G7sus2#5/C#;G7sus2#5/C#;G;7sus2#5;7th Suspended 2nd Sharp 5th;C#
11368;["5","6","8","5","5","x"];["1","2","4","1","1","0"];jguitar/G7sus2sharp5-D.png;G7sus2#5/D;G7sus2#5/D;G;7sus2#5;7th Suspended 2nd Sharp 5th;D
11369;["5","6","8","5","6","x"];["1","3","4","1","2","0"];jguitar/G7sus2sharp5-Dsharp.png;G7sus2#5/D#;G7sus2#5/D#;G;7sus2#5;7th Suspended 2nd Sharp 5th;D#
11370;["1","x","0","1","0","0"];["2","0","0","1","0","0"];jguitar/G7sus2sharp5-E.png;G7sus2#5/E;G7sus2#5/E;G;7sus2#5;7th Suspended 2nd Sharp 5th;E
11371;["1","x","0","1","0","1"];["3","0","0","2","0","1"];jguitar/G7sus2sharp5-F.png;G7sus2#5/F;G7sus2#5/F;G;7sus2#5;7th Suspended 2nd Sharp 5th;F
11372;["1","x","0","1","0","2"];["2","0","0","1","0","3"];jguitar/G7sus2sharp5-Fsharp.png;G7sus2#5/F#;G7sus2#5/F#;G;7sus2#5;7th Suspended 2nd Sharp 5th;F#
11373;["5","6","x","5","6","4"];["2","4","0","2","3","1"];jguitar/G7sus2sharp5-Gsharp.png;G7sus2#5/G#;G7sus2#5/G#;G;7sus2#5;7th Suspended 2nd Sharp 5th;G#
11374;["3","3","0","3","0","x"];["3","2","0","1","0","0"];jguitar/G7sus2-A.png;G7sus2/A;G7sus2/A;G;7sus2;7th Suspended 2nd;A
11375;["5","6","7","5","5","6"];["1","3","4","1","1","2"];jguitar/G7sus2-Asharp.png;G7sus2/A#;G7sus2/A#;G;7sus2;7th Suspended 2nd;A#
11376;["3","3","2","3","2","x"];["4","3","1","2","1","0"];jguitar/G7sus2-B.png;G7sus2/B;G7sus2/B;G;7sus2;7th Suspended 2nd;B
11377;["3","x","2","3","3","x"];["4","0","1","3","2","0"];jguitar/G7sus2-C.png;G7sus2/C;G7sus2/C;G;7sus2;7th Suspended 2nd;C
11378;["5","6","7","5","4","x"];["2","3","4","2","1","0"];jguitar/G7sus2-Csharp.png;G7sus2/C#;G7sus2/C#;G;7sus2;7th Suspended 2nd;C#
11379;["5","6","7","5","5","x"];["1","2","3","1","1","0"];jguitar/G7sus2-D.png;G7sus2/D;G7sus2/D;G;7sus2;7th Suspended 2nd;D
11380;["10","10","10","12","10","11"];["1","1","1","3","1","2"];jguitar/G7sus2-Dsharp.png;G7sus2/D#;G7sus2/D#;G;7sus2;7th Suspended 2nd;D#
11381;["3","3","0","3","0","0"];["3","2","0","1","0","0"];jguitar/G7sus2-E.png;G7sus2/E;G7sus2/E;G;7sus2;7th Suspended 2nd;E
11382;["3","3","0","0","0","1"];["4","3","0","0","0","1"];jguitar/G7sus2-F.png;G7sus2/F;G7sus2/F;G;7sus2;7th Suspended 2nd;F
11383;["3","3","0","3","0","2"];["4","3","0","2","0","1"];jguitar/G7sus2-Fsharp.png;G7sus2/F#;G7sus2/F#;G;7sus2;7th Suspended 2nd;F#
11384;["5","6","7","5","5","4"];["2","3","4","2","2","1"];jguitar/G7sus2-Gsharp.png;G7sus2/G#;G7sus2/G#;G;7sus2;7th Suspended 2nd;G#
11385;["1","1","0","0","0","3"];["1","1","0","0","0","3"];jguitar/G7sus2sus4.png;G7sus2sus4;G7sus2sus4;G;7sus2sus4;7th Suspended 2nd Suspended 4th;G
11386;["1","1","0","0","0","x"];["1","1","0","0","0","0"];jguitar/G7sus2sus4-A.png;G7sus2sus4/A;G7sus2sus4/A;G;7sus2sus4;7th Suspended 2nd Suspended 4th;A
11387;["5","6","5","5","5","6"];["1","3","1","1","1","2"];jguitar/G7sus2sus4-Asharp.png;G7sus2sus4/A#;G7sus2sus4/A#;G;7sus2sus4;7th Suspended 2nd Suspended 4th;A#
11388;["8","8","7","7","8","7"];["4","3","1","1","2","1"];jguitar/G7sus2sus4-B.png;G7sus2sus4/B;G7sus2sus4/B;G;7sus2sus4;7th Suspended 2nd Suspended 4th;B
11389;["10","10","10","10","10","8"];["3","3","3","3","3","1"];jguitar/G7sus2sus4-C.png;G7sus2sus4/C;G7sus2sus4/C;G;7sus2sus4;7th Suspended 2nd Suspended 4th;C
11390;["10","10","10","10","10","9"];["2","2","2","2","2","1"];jguitar/G7sus2sus4-Csharp.png;G7sus2sus4/C#;G7sus2sus4/C#;G;7sus2sus4;7th Suspended 2nd Suspended 4th;C#
11391;["10","10","10","10","10","10"];["1","1","1","1","1","1"];jguitar/G7sus2sus4-D.png;G7sus2sus4/D;G7sus2sus4/D;G;7sus2sus4;7th Suspended 2nd Suspended 4th;D
11392;["10","10","10","10","10","11"];["1","1","1","1","1","2"];jguitar/G7sus2sus4-Dsharp.png;G7sus2sus4/D#;G7sus2sus4/D#;G;7sus2sus4;7th Suspended 2nd Suspended 4th;D#
11393;["1","1","0","0","0","0"];["1","1","0","0","0","0"];jguitar/G7sus2sus4-E.png;G7sus2sus4/E;G7sus2sus4/E;G;7sus2sus4;7th Suspended 2nd Suspended 4th;E
11394;["1","1","0","0","0","1"];["3","2","0","0","0","1"];jguitar/G7sus2sus4-F.png;G7sus2sus4/F;G7sus2sus4/F;G;7sus2sus4;7th Suspended 2nd Suspended 4th;F
11395;["1","1","0","0","0","2"];["1","1","0","0","0","2"];jguitar/G7sus2sus4-Fsharp.png;G7sus2sus4/F#;G7sus2sus4/F#;G;7sus2sus4;7th Suspended 2nd Suspended 4th;F#
11396;["5","6","5","5","5","4"];["2","3","2","2","2","1"];jguitar/G7sus2sus4-Gsharp.png;G7sus2sus4/G#;G7sus2sus4/G#;G;7sus2sus4;7th Suspended 2nd Suspended 4th;G#
11397;["x","3","0","3","3","3"];["0","4","0","3","2","1"];jguitar/G7sus4.png;G7sus4;G7sus4;G;7sus4;7th Suspended 4th;G
11398;["1","1","x","1","3","3"];["1","1","0","1","4","3"];jguitar/G7sus4sharp5.png;G7sus4#5;G7sus4#5;G;7sus4#5;7th Suspended 4th Sharp 5th;G
11399;["1","1","0","1","0","x"];["3","2","0","1","0","0"];jguitar/G7sus4sharp5-A.png;G7sus4#5/A;G7sus4#5/A;G;7sus4#5;7th Suspended 4th Sharp 5th;A
11400;["1","1","0","1","1","x"];["4","3","0","2","1","0"];jguitar/G7sus4sharp5-Asharp.png;G7sus4#5/A#;G7sus4#5/A#;G;7sus4#5;7th Suspended 4th Sharp 5th;A#
11401;["1","1","0","1","2","x"];["3","2","0","1","4","0"];jguitar/G7sus4sharp5-B.png;G7sus4#5/B;G7sus4#5/B;G;7sus4#5;7th Suspended 4th Sharp 5th;B
11402;["3","4","5","3","3","x"];["1","2","3","1","1","0"];jguitar/G7sus4sharp5-C.png;G7sus4#5/C;G7sus4#5/C;G;7sus4#5;7th Suspended 4th Sharp 5th;C
11403;["8","8","8","10","8","9"];["1","1","1","3","1","2"];jguitar/G7sus4sharp5-Csharp.png;G7sus4#5/C#;G7sus4#5/C#;G;7sus4#5;7th Suspended 4th Sharp 5th;C#
11404;["3","4","5","3","5","x"];["1","2","4","1","3","0"];jguitar/G7sus4sharp5-D.png;G7sus4#5/D;G7sus4#5/D;G;7sus4#5;7th Suspended 4th Sharp 5th;D
11405;["1","1","0","1","x","x"];["3","2","0","1","0","0"];jguitar/G7sus4sharp5-Dsharp.png;G7sus4#5/D#;G7sus4#5/D#;G;7sus4#5;7th Suspended 4th Sharp 5th;D#
11406;["1","1","0","1","3","0"];["3","2","0","1","4","0"];jguitar/G7sus4sharp5-E.png;G7sus4#5/E;G7sus4#5/E;G;7sus4#5;7th Suspended 4th Sharp 5th;E
11407;["1","1","0","1","x","1"];["4","3","0","2","0","1"];jguitar/G7sus4sharp5-F.png;G7sus4#5/F;G7sus4#5/F;G;7sus4#5;7th Suspended 4th Sharp 5th;F
11408;["1","1","0","1","x","2"];["3","2","0","1","0","4"];jguitar/G7sus4sharp5-Fsharp.png;G7sus4#5/F#;G7sus4#5/F#;G;7sus4#5;7th Suspended 4th Sharp 5th;F#
11409;["3","4","5","3","3","4"];["1","3","4","1","1","2"];jguitar/G7sus4sharp5-Gsharp.png;G7sus4#5/G#;G7sus4#5/G#;G;7sus4#5;7th Suspended 4th Sharp 5th;G#
11410;["1","1","0","0","0","x"];["1","1","0","0","0","0"];jguitar/G7sus4-A.png;G7sus4/A;G7sus4/A;G;7sus4;7th Suspended 4th;A
11411;["1","1","0","0","1","x"];["3","2","0","0","1","0"];jguitar/G7sus4-Asharp.png;G7sus4/A#;G7sus4/A#;G;7sus4;7th Suspended 4th;A#
11412;["1","1","0","0","2","x"];["1","1","0","0","2","0"];jguitar/G7sus4-B.png;G7sus4/B;G7sus4/B;G;7sus4;7th Suspended 4th;B
11413;["3","3","0","3","3","x"];["4","3","0","2","1","0"];jguitar/G7sus4-C.png;G7sus4/C;G7sus4/C;G;7sus4;7th Suspended 4th;C
11414;["3","3","5","3","4","x"];["1","1","3","1","2","0"];jguitar/G7sus4-Csharp.png;G7sus4/C#;G7sus4/C#;G;7sus4;7th Suspended 4th;C#
11415;["1","1","0","0","x","x"];["1","1","0","0","0","0"];jguitar/G7sus4-D.png;G7sus4/D;G7sus4/D;G;7sus4;7th Suspended 4th;D
11416;["1","1","0","1","x","x"];["3","2","0","1","0","0"];jguitar/G7sus4-Dsharp.png;G7sus4/D#;G7sus4/D#;G;7sus4;7th Suspended 4th;D#
11417;["1","1","0","2","x","x"];["1","1","0","2","0","0"];jguitar/G7sus4-E.png;G7sus4/E;G7sus4/E;G;7sus4;7th Suspended 4th;E
11418;["3","3","x","3","3","1"];["3","3","0","3","3","1"];jguitar/G7sus4-F.png;G7sus4/F;G7sus4/F;G;7sus4;7th Suspended 4th;F
11419;["1","1","0","0","3","2"];["1","1","0","0","3","2"];jguitar/G7sus4-Fsharp.png;G7sus4/F#;G7sus4/F#;G;7sus4;7th Suspended 4th;F#
11420;["3","3","5","3","3","4"];["1","1","3","1","1","2"];jguitar/G7sus4-Gsharp.png;G7sus4/G#;G7sus4/G#;G;7sus4;7th Suspended 4th;G#
11421;["x","3","2","3","2","3"];["0","4","1","3","1","2"];jguitar/G9.png;G9;G9;G;9;9th;G
11422;["1","0","0","0","0","x"];["1","0","0","0","0","0"];jguitar/G9-A.png;G9/A;G9/A;G;9;9th;A
11423;["5","6","x","5","2","6"];["2","4","0","2","1","3"];jguitar/G9-Asharp.png;G9/A#;G9/A#;G;9;9th;A#
11424;["5","6","7","5","5","7"];["1","2","4","1","1","3"];jguitar/G9-B.png;G9/B;G9/B;G;9;9th;B
11425;["10","10","12","9","8","8"];["3","3","4","2","1","1"];jguitar/G9-C.png;G9/C;G9/C;G;9;9th;C
11426;["5","6","4","5","4","x"];["3","4","1","2","1","0"];jguitar/G9-Csharp.png;G9/C#;G9/C#;G;9;9th;C#
11427;["13","12","14","12","10","10"];["3","2","4","2","1","1"];jguitar/G9-D.png;G9/D;G9/D;G;9;9th;D
11428;["15","x","14","15","14","11"];["4","0","2","3","2","1"];jguitar/G9-Dsharp.png;G9/D#;G9/D#;G;9;9th;D#
11429;["3","3","2","3","2","0"];["4","3","1","2","1","0"];jguitar/G9-E.png;G9/E;G9/E;G;9;9th;E
11430;["3","3","2","0","2","1"];["4","4","3","0","2","1"];jguitar/G9-F.png;G9/F;G9/F;G;9;9th;F
11431;["3","3","2","3","2","2"];["4","3","1","2","1","1"];jguitar/G9-Fsharp.png;G9/F#;G9/F#;G;9;9th;F#
11432;["5","6","4","5","x","4"];["3","4","1","2","0","1"];jguitar/G9-Gsharp.png;G9/G#;G9/G#;G;9;9th;G#
11433;["3","2","2","3","2","3"];["4","1","1","3","1","2"];jguitar/G9b5.png;G9b5;G9b5;G;9b5;9th Flat 5th;G
11434;["3","x","4","3","4","5"];["1","0","3","1","2","4"];jguitar/G9b5-A.png;G9b5/A;G9b5/A;G;9b5;9th Flat 5th;A
11435;["5","6","6","5","x","7"];["1","3","2","1","0","4"];jguitar/G9b5-B.png;G9b5/B;G9b5/B;G;9b5;9th Flat 5th;B
11436;["9","10","12","9","8","8"];["2","3","4","2","1","1"];jguitar/G9b5-C.png;G9b5/C;G9b5/C;G;9b5;9th Flat 5th;C
11437;["9","10","10","9","10","9"];["1","4","3","1","2","1"];jguitar/G9b5-Csharp.png;G9b5/C#;G9b5/C#;G;9b5;9th Flat 5th;C#
11438;["15","10","10","11","14","10"];["0","0","0","0","0","0"];jguitar/G9b5-D.png;G9b5/D;G9b5/D;G;9b5;9th Flat 5th;D
11439;["15","14","14","15","14","11"];["4","2","2","3","2","1"];jguitar/G9b5-Dsharp.png;G9b5/D#;G9b5/D#;G;9b5;9th Flat 5th;D#
11440;["3","2","2","3","2","0"];["3","1","1","2","1","0"];jguitar/G9b5-E.png;G9b5/E;G9b5/E;G;9b5;9th Flat 5th;E
11441;["3","2","2","3","2","1"];["4","2","2","3","2","1"];jguitar/G9b5-F.png;G9b5/F;G9b5/F;G;9b5;9th Flat 5th;F
11442;["3","2","2","3","2","2"];["3","1","1","2","1","1"];jguitar/G9b5-Fsharp.png;G9b5/F#;G9b5/F#;G;9b5;9th Flat 5th;F#
11443;["5","6","4","5","4","4"];["3","4","1","2","1","1"];jguitar/G9b5-Gsharp.png;G9b5/G#;G9b5/G#;G;9b5;9th Flat 5th;G#
11444;["1","1","2","0","3","3"];["1","1","2","0","4","3"];jguitar/G9sus4.png;G9sus4;G9sus4;G;9sus4;9th Suspended 4th;G
11445;["1","1","0","0","0","x"];["1","1","0","0","0","0"];jguitar/G9sus4-A.png;G9sus4/A;G9sus4/A;G;9sus4;9th Suspended 4th;A
11446;["5","6","5","5","5","6"];["1","3","1","1","1","2"];jguitar/G9sus4-Asharp.png;G9sus4/A#;G9sus4/A#;G;9sus4;9th Suspended 4th;A#
11447;["5","6","5","5","5","7"];["1","2","1","1","1","3"];jguitar/G9sus4-B.png;G9sus4/B;G9sus4/B;G;9sus4;9th Suspended 4th;B
11448;["10","10","10","10","10","8"];["3","3","3","3","3","1"];jguitar/G9sus4-C.png;G9sus4/C;G9sus4/C;G;9sus4;9th Suspended 4th;C
11449;["10","10","10","10","10","9"];["2","2","2","2","2","1"];jguitar/G9sus4-Csharp.png;G9sus4/C#;G9sus4/C#;G;9sus4;9th Suspended 4th;C#
11450;["10","10","10","10","10","10"];["1","1","1","1","1","1"];jguitar/G9sus4-D.png;G9sus4/D;G9sus4/D;G;9sus4;9th Suspended 4th;D
11451;["10","10","10","10","10","11"];["1","1","1","1","1","2"];jguitar/G9sus4-Dsharp.png;G9sus4/D#;G9sus4/D#;G;9sus4;9th Suspended 4th;D#
11452;["3","x","2","3","3","0"];["4","0","1","3","2","0"];jguitar/G9sus4-E.png;G9sus4/E;G9sus4/E;G;9sus4;9th Suspended 4th;E
11453;["3","1","2","3","x","1"];["4","1","2","3","0","1"];jguitar/G9sus4-F.png;G9sus4/F;G9sus4/F;G;9sus4;9th Suspended 4th;F
11454;["3","x","2","3","3","2"];["4","0","1","3","2","1"];jguitar/G9sus4-Fsharp.png;G9sus4/F#;G9sus4/F#;G;9sus4;9th Suspended 4th;F#
11455;["5","6","5","5","5","4"];["2","3","2","2","2","1"];jguitar/G9sus4-Gsharp.png;G9sus4/G#;G9sus4/G#;G;9sus4;9th Suspended 4th;G#
11456;["3","3","2","x","2","3"];["4","3","1","0","1","2"];jguitar/Gadd9.png;Gadd9;Gadd9;G;add9;Major Add 9th;G
11457;["3","0","0","0","0","x"];["1","0","0","0","0","0"];jguitar/Gadd9-A.png;Gadd9/A;Gadd9/A;G;add9;Major Add 9th;A
11458;["5","x","4","5","x","6"];["3","0","1","2","0","4"];jguitar/Gadd9-Asharp.png;Gadd9/A#;Gadd9/A#;G;add9;Major Add 9th;A#
11459;["5","8","7","5","5","7"];["1","4","3","1","1","2"];jguitar/Gadd9-B.png;Gadd9/B;Gadd9/B;G;add9;Major Add 9th;B
11460;["5","3","4","5","3","x"];["4","1","2","3","1","0"];jguitar/Gadd9-C.png;Gadd9/C;Gadd9/C;G;add9;Major Add 9th;C
11461;["5","x","4","5","4","x"];["4","0","2","3","1","0"];jguitar/Gadd9-Csharp.png;Gadd9/C#;Gadd9/C#;G;add9;Major Add 9th;C#
11462;["5","x","4","5","5","x"];["4","0","1","3","2","0"];jguitar/Gadd9-D.png;Gadd9/D;Gadd9/D;G;add9;Major Add 9th;D
11463;["5","x","4","5","6","x"];["3","0","1","2","4","0"];jguitar/Gadd9-Dsharp.png;Gadd9/D#;Gadd9/D#;G;add9;Major Add 9th;D#
11464;["3","3","2","0","2","0"];["4","3","2","0","1","0"];jguitar/Gadd9-E.png;Gadd9/E;Gadd9/E;G;add9;Major Add 9th;E
11465;["3","3","2","0","2","1"];["4","4","3","0","2","1"];jguitar/Gadd9-F.png;Gadd9/F;Gadd9/F;G;add9;Major Add 9th;F
11466;["3","3","2","0","2","2"];["4","4","3","0","2","1"];jguitar/Gadd9-Fsharp.png;Gadd9/F#;Gadd9/F#;G;add9;Major Add 9th;F#
11467;["5","x","4","5","5","4"];["4","0","1","3","2","1"];jguitar/Gadd9-Gsharp.png;Gadd9/G#;Gadd9/G#;G;add9;Major Add 9th;G#
11468;["3","0","0","1","2","3"];["4","0","0","1","2","3"];jguitar/Gaug.png;G+;Gaug;G;aug;Augmented;G
11469;["3","0","0","1","0","x"];["3","0","0","1","0","0"];jguitar/Gaug-A.png;G+/A;Gaug/A;G;aug;Augmented;A
11470;["3","0","0","1","1","x"];["4","0","0","2","1","0"];jguitar/Gaug-Asharp.png;G+/A#;Gaug/A#;G;aug;Augmented;A#
11471;["3","0","0","1","2","x"];["3","0","0","1","2","0"];jguitar/Gaug-B.png;G+/B;Gaug/B;G;aug;Augmented;B
11472;["3","0","0","1","3","x"];["4","0","0","1","3","0"];jguitar/Gaug-C.png;G+/C;Gaug/C;G;aug;Augmented;C
11473;["3","4","4","x","4","x"];["1","4","3","0","2","0"];jguitar/Gaug-Csharp.png;G+/C#;Gaug/C#;G;aug;Augmented;C#
11474;["3","4","4","x","5","x"];["1","3","2","0","4","0"];jguitar/Gaug-D.png;G+/D;Gaug/D;G;aug;Augmented;D
11475;["3","0","0","1","x","x"];["3","0","0","1","0","0"];jguitar/Gaug-Dsharp.png;G+/D#;Gaug/D#;G;aug;Augmented;D#
11476;["3","0","0","1","2","0"];["3","0","0","1","2","0"];jguitar/Gaug-E.png;G+/E;Gaug/E;G;aug;Augmented;E
11477;["3","4","4","3","x","x"];["2","4","3","1","0","0"];jguitar/Gaug-F.png;G+/F;Gaug/F;G;aug;Augmented;F
11478;["3","0","0","1","2","2"];["4","0","0","1","3","2"];jguitar/Gaug-Fsharp.png;G+/F#;Gaug/F#;G;aug;Augmented;F#
11479;["7","4","4","5","6","4"];["4","1","1","2","3","1"];jguitar/Gaug-Gsharp.png;G+/G#;Gaug/G#;G;aug;Augmented;G#
11480;["1","0","0","1","2","3"];["2","0","0","1","3","4"];jguitar/Gaug7.png;G+7;Gaug7;G;aug7;Augmented 7th;G
11481;["1","0","0","1","0","x"];["2","0","0","1","0","0"];jguitar/Gaug7-A.png;G+7/A;Gaug7/A;G;aug7;Augmented 7th;A
11482;["1","0","0","1","1","x"];["3","0","0","2","1","0"];jguitar/Gaug7-Asharp.png;G+7/A#;Gaug7/A#;G;aug7;Augmented 7th;A#
11483;["1","0","0","1","2","x"];["2","0","0","1","3","0"];jguitar/Gaug7-B.png;G+7/B;Gaug7/B;G;aug7;Augmented 7th;B
11484;["3","4","4","3","3","x"];["1","3","2","1","1","0"];jguitar/Gaug7-C.png;G+7/C;Gaug7/C;G;aug7;Augmented 7th;C
11485;["3","4","4","3","4","x"];["1","4","3","1","2","0"];jguitar/Gaug7-Csharp.png;G+7/C#;Gaug7/C#;G;aug7;Augmented 7th;C#
11486;["3","4","4","3","5","x"];["1","3","2","1","4","0"];jguitar/Gaug7-D.png;G+7/D;Gaug7/D;G;aug7;Augmented 7th;D
11487;["1","0","0","1","x","x"];["2","0","0","1","0","0"];jguitar/Gaug7-Dsharp.png;G+7/D#;Gaug7/D#;G;aug7;Augmented 7th;D#
11488;["1","0","0","1","2","0"];["2","0","0","1","3","0"];jguitar/Gaug7-E.png;G+7/E;Gaug7/E;G;aug7;Augmented 7th;E
11489;["1","0","0","1","2","1"];["3","0","0","2","4","1"];jguitar/Gaug7-F.png;G+7/F;Gaug7/F;G;aug7;Augmented 7th;F
11490;["3","4","4","3","2","2"];["2","4","3","2","1","1"];jguitar/Gaug7-Fsharp.png;G+7/F#;Gaug7/F#;G;aug7;Augmented 7th;F#
11491;["3","4","4","3","x","4"];["1","4","3","1","0","2"];jguitar/Gaug7-Gsharp.png;G+7/G#;Gaug7/G#;G;aug7;Augmented 7th;G#
11492;["1","x","2","1","2","3"];["1","0","3","1","2","4"];jguitar/Gaug9.png;G+9;Gaug9;G;aug9;Augmented 9th;G
11493;["1","0","0","1","0","x"];["2","0","0","1","0","0"];jguitar/Gaug9-A.png;G+9/A;Gaug9/A;G;aug9;Augmented 9th;A
11494;["5","6","x","5","6","7"];["1","3","0","1","2","4"];jguitar/Gaug9-B.png;G+9/B;Gaug9/B;G;aug9;Augmented 9th;B
11495;["15","10","10","13","14","10"];["0","0","0","0","0","0"];jguitar/Gaug9-D.png;G+9/D;Gaug9/D;G;aug9;Augmented 9th;D
11496;["15","x","14","15","14","11"];["4","0","2","3","2","1"];jguitar/Gaug9-Dsharp.png;G+9/D#;Gaug9/D#;G;aug9;Augmented 9th;D#
11497;["3","4","2","3","2","0"];["3","4","1","2","1","0"];jguitar/Gaug9-E.png;G+9/E;Gaug9/E;G;aug9;Augmented 9th;E
11498;["3","x","2","1","2","1"];["4","0","3","1","2","1"];jguitar/Gaug9-F.png;G+9/F;Gaug9/F;G;aug9;Augmented 9th;F
11499;["3","4","2","3","2","2"];["3","4","1","2","1","1"];jguitar/Gaug9-Fsharp.png;G+9/F#;Gaug9/F#;G;aug9;Augmented 9th;F#
11500;["5","4","4","5","8","4"];["3","1","1","2","4","1"];jguitar/Gaug9-Gsharp.png;G+9/G#;Gaug9/G#;G;aug9;Augmented 9th;G#
11501;["3","4","4","4","x","3"];["1","4","3","2","0","1"];jguitar/Gaugmaj7.png;G+M7;Gaugmaj7;G;augmaj7;Augmented Major 7th;G
11502;["2","0","0","1","0","x"];["2","0","0","1","0","0"];jguitar/Gaugmaj7-A.png;G+M7/A;Gaugmaj7/A;G;augmaj7;Augmented Major 7th;A
11503;["2","0","0","1","1","x"];["3","0","0","2","1","0"];jguitar/Gaugmaj7-Asharp.png;G+M7/A#;Gaugmaj7/A#;G;augmaj7;Augmented Major 7th;A#
11504;["2","0","0","1","2","x"];["3","0","0","1","2","0"];jguitar/Gaugmaj7-B.png;G+M7/B;Gaugmaj7/B;G;augmaj7;Augmented Major 7th;B
11505;["3","4","4","4","3","x"];["1","4","3","2","1","0"];jguitar/Gaugmaj7-C.png;G+M7/C;Gaugmaj7/C;G;augmaj7;Augmented Major 7th;C
11506;["x","8","8","9","9","9"];["0","1","1","4","3","2"];jguitar/Gaugmaj7-Csharp.png;G+M7/C#;Gaugmaj7/C#;G;augmaj7;Augmented Major 7th;C#
11507;["7","7","8","5","5","x"];["3","3","4","1","1","0"];jguitar/Gaugmaj7-D.png;G+M7/D;Gaugmaj7/D;G;augmaj7;Augmented Major 7th;D
11508;["2","0","0","1","x","x"];["2","0","0","1","0","0"];jguitar/Gaugmaj7-Dsharp.png;G+M7/D#;Gaugmaj7/D#;G;augmaj7;Augmented Major 7th;D#
11509;["2","0","0","1","2","0"];["3","0","0","1","2","0"];jguitar/Gaugmaj7-E.png;G+M7/E;Gaugmaj7/E;G;augmaj7;Augmented Major 7th;E
11510;["2","0","0","1","2","1"];["4","0","0","2","3","1"];jguitar/Gaugmaj7-F.png;G+M7/F;Gaugmaj7/F;G;augmaj7;Augmented Major 7th;F
